EIN2,split,text,human_label
EIN-46-3845002,test,"Ocean County Long Term Recovery Group, Inc. (the Organization), located in Toms River, New Jersey, was formed in the aftermath of Superstorm Sandy to assist in the local recovery efforts throughout Ocean County, New Jersey. During the year ended March 31, 2017, the Organization undertook an initiative to expand their disaster preparedness services and recovery efforts to areas outside of Ocean County, New Jersey. The purpose of Ocean County Long Term Recovery Group, Inc. is to maintain a network within and on behalf of faith-based, non-profit, governmental, businesses and other organizations and agencies which will provide disaster preparedness services and a coordinated recovery effort to the victims of disasters. The Organization strives to strengthen and streamline disaster coordination, wherever such coordination is needed, by sharing information, facilitating resident access to and dispersal of resources and services, coordinating recovery efforts with federal, state and local aut",0
EIN-46-1597137,test,Short Term residential program for children,0
EIN-46-4630697,test,Provide opportunities for at risk youth to build go-karts and provide gospel mentorship.,1
EIN-41-2067130,test,Help women mentor to women through Jesus Christ teaching.,1
EIN-94-2966836,test,"support and protect churches and related church ministries within the united church of christ and other denominations in formal covenant and in full communion with the united church of christ, from financial loss by offering property and casualty risk and insurance management services.",1
EIN-16-1518379,test,"to provide support, including a physical location, for the adolescent residential treatment at rose hill program of st. joseph's rehabilitation center",0
EIN-31-1758810,test,to promote the programs of kiwanis club of alameda west- sponsored youth programs,0
EIN-23-7227148,test,"Frontline Outreach is a Christ centered ministry serving urban youth, their families and committed partners. We strive to spiritually equip and academically prepare tomorrow's leaders with a vision of success and community service.",1
EIN-48-1104490,test,"To support all aspects of the Catholic faith in the Roman Catholic Diocese of Salina by developing, managing, growing, and granting funds using Catholic values, honoring the donor's intent.",1
EIN-20-0903720,test,"the primary exempt purpose of emet association is spiritual guidance and education through classes, retreats and meditation along with charitable giving.",1
EIN-45-3054704,test,"It is our mission to educate, integrate, and create live theater arts in and for the community of Southern California.",0
EIN-93-3381308,test,The Lilly and Blair Foundation is committed to improving the lives of children battling de novo spastic paraplegia - a swift and severe neurodegenerative disease - through collaboration with top scientists and funding of promising research.,0
EIN-46-0429069,test,christian mission provides support for christian television station and missions in mongolia,1
EIN-33-0798804,test,"we are a nonprofit social impact organization specializing in neuroscience and education research. we created st math, a pre-k 8 visual instructional program that leverages the brain innate spatial-temporal reasoning ability to solve mathematical problems. educators use this program to deeply engage, motivate, and challenge students toward higher achievement. in addition to providing students with a solid foundation in math, mind research institute aims to prepare them to become part of the stem workforce the future needs.",0
EIN-58-1343371,test,"It is the purpose of this corporation to provide ministry, printed material, Bible study coursees, and any material deemed necessary to reach any man, woman, boy, or girl anywhere as God provides and directs.",1
EIN-55-0840753,test,"disaster chaplaincy services (dcs) is nonsectarian organization whose purpose is to assure skilled and appropriate interdisciplinary spiritual care for all people affected by disasters in the new york tri-state area. dcs does this by recruiting, screening, orienting, training, educating, deploying and supervising chaplains on behalf of the religious communities of the tri-state region.",1
EIN-68-0151867,test,The primary purpose of the Council is to develop and promote child abuse prevention programs in Shasta County,0
EIN-81-3420152,monitor,"The JDDA Foundation has been organized to assist christian missionary kids, whose parents have made personal and financial sacrifices to serve the Lord all over the world.",1
EIN-20-0371520,monitor,"The mission of the Newtowne Players is to promote all aspects of the performing arts in Southern Maryland. We provide an outlet for people in the community who are interested in theatre in any capacity at all. Whether their interest is performing, directing, writing, make up, costume design, or technical support, we provide opportunities for all through education, growth, and hands on experience of working as a volunteer in any of these areas of theatre. In the process, we provide quality entertainment to the surrounding communities. Our goal is to foster, promote, and increase the public knowledge and appreciation of the arts and cultural activities in St. Mary's County and Southern Maryland, and to make live theatre affordable and available to as many members of the surrounding communities as possible.",0
EIN-06-1256949,monitor,"students are at the heart of our mission. the purposes and objectives of the hartford art school endowment, inc. are to monitor and assist the university of hartford in the conduct of the hartford art school as a first quality, fully accredited professional school of fine arts, and further to promote and encourage the study and practice of fine arts and any related studio disciplines which in its' opinion are necessary, valuable and pertinent to the curriculum of such a school.",0
EIN-94-2722091,monitor,to provide christian education to students from preschool through high school,1
EIN-43-1681768,monitor,"greenway network is a grassroots volunteer based organization. our mission is to conserve natural resources, encourage sound management of areas watersheds and protect the quality of life for the residents of the greater st louis area.",0
EIN-62-6041526,monitor,Organizes hikes in East Tennessee region Performs trail maintenance on the Appalachian Trail in the Great Smoky Mountains National Park and Nantahala NF Promotes conservation and wilderness preservation of East Tennessee Region,0
EIN-47-3560175,monitor,"Dog rescue and adoption organization with a specific focus on dogs facing euthanasia due to their placement in high kill shelters, overpopulation, abuse, and neglect.",0
EIN-81-5205101,monitor,"Our mission is to improve the quality of life of displaced animals in Ouachita Parish by providing a modern shelter that encourages active community involvement and support, while promoting education and actions aimed at reducing the population of displaced animals.",0
EIN-94-2820673,monitor,we commit to empowering and equipping women and men to choose life for their unborn children through the love of jesus christ in accordance with his word regarding the sanctity of human life.,1
EIN-04-3398374,monitor,"The Sisters of Providence Health System, Inc. (""SPHS""), is a community of persons committed to being a transforming, healing presence within the communities that we serve. We believe in the sacredness of human life, in the innate dignity of each person, and that it is in relationship with one another that all persons realize their fullest potential. In our service we are sustained by an unwavering trust in God's Providence. The Sisters of Providence Health System, Inc. is a member of Catholic Health East (""CHE"").",1
EIN-20-5774723,monitor,"Adventist Health System Sunbelt Healthcare Corporation and all its subsidiary organizations were established by the Seventh-Day Adventist Church to bring a ministry of healing and health to the communities served. Our mission is to extend the healing ministry of Christ.The filing organization and healthcare system whose parent is Adventist Health System Sunbelt Healthcare Corporation is known as AdventHealth. AdventHealth seeks to be widely respected as a consumer-focused organization that engages individuals in their health by delivering wholistic, best practice care across a connected, comprehensive continuum of services. With Christ as our example, AdventHealth cares for and nurtures people: our employees, our communities, our healthcare professionals, and those who trust us for care and healing.",1
EIN-83-1450978,monitor,"in 2021, thie ministry worked to rehabilitate individuals struggling to overcome drug addiction, in cooperation with the local and state courts and probation officers, to provide transitional assistance for these individuals after they have served their prison sentences. 24/7 ministries strives to produce mental, emotional, spiritual and financial healing upon introducing these men and women back in society. in 2021 26 individuals were served and mentored.",1
EIN-45-2496842,monitor,"Profectums mission is to provide DIR education and training for practitioners, educators, and families, connecting them to the critical resources needed to maximize the development of neurodiverse individuals with autism and other developmental and mental health challenges. Together, we work across disciplines to convene people, disseminate information, and build community.",0
EIN-26-1582131,monitor,"our mission is to provide support and encouragement, by showing gods love through the embrace of the body of christ, for families who have begun the journey of battling their child's cancer.",1
EIN-59-3667831,monitor,"organized to fund, promote & conduct scientific research in the molecular pathogenesis of head, neck and oral & maxillofacial cancers by studying the genes & corresponding proteins that are abnormally expressed in these cancers. also to promote the awareness, prevention & early detection of these cancers.",0
EIN-20-1014851,monitor,"To provide broader recognition of the State's top achievers in medicine, engineering and science, and to build a stronger identity for Texas as an important destination and center of achievement in these fields.",0
EIN-26-0844060,monitor,"to assist men to deal with substance and alcohol abuse or any life causing problems, functioning in a free, non-profit christian organization as in a live in setting.",1
EIN-77-0503388,monitor,"to provide a common meeting ground for police, citizens and youth of watsonville in the area of sports, educational, and recreational activities in order to foster and encourage said youth faith in american principles and in the tradition of sportsmanship, goodwill and friendship.",0
EIN-83-0458898,monitor,"the purpose of the christian youth corps, inc is to provide guidance, instruction and character development to young people through community improvement projects and social opportunities.",1
EIN-45-5487581,monitor,"create prevocational training and business skills development in the community for people with intellectual and developmental disabilities with the intention of empowering them to live more independent, purposeful, and meaningful lives.",0
EIN-13-3729133,monitor,"to provide direct services, support, and care for all qualified participants in the sport of dogs who are suffering from a life threatening or terminal illness and are in need of financial assistance for medical treatments, prescriptions, funeral expenses and daily living expenses.",0
EIN-81-4043063,monitor,to minister to the spiritual phsychological mental and educational needs of all people focusing more on the people of sub shara africa and india to promote christian belief in god.,1
EIN-92-0085663,monitor,"the mission of the glory hole is to provide food, shelter, and compassion to those most in need in order to help them achieve physical and spiritual well being.",1
EIN-20-0458814,monitor,"community housing solutions' mission is to make guilford county homes warmer, drier and safer by providing repairs and ownership opportunities to low-income homeowners.",0
EIN-82-0635774,monitor,"the purpose for which the organization is for the promotion and education of safety measures that should be paracticed by the motoring public and professional repsonders; such as educating motorists on safe driving habits and slow down-move over laws, and educating first repsonders, police, tow truck operators, ect., on critical safety issues when working highway incidents.",0
EIN-27-3513949,monitor,"we are a faith based medical, search and rescue, and first response team. we give medical and spiritual first aid after natural disasters in the united states and globally. we also deploy, on short-term medical missions, to isolated towns and villages to improve basic sanitation and physical and spiritual wellness. locally, we provide encouragement and spiritual support to those in need within our community.",1
EIN-93-1213063,monitor,"to provide a common meeting ground for police, citizens and youth of the city of hemet in the area of sports, educational and recreational activities in order to foster and encourage in said youth, faith in american principles and in the traditions of sportmanship, good will and friendship, and to foster a constructive relationship between said youth and the hemet police department.",0
EIN-36-2171685,monitor,our mission is to examine vital civic and social issues through a prism of faith and create and distribute programs to inspire action in the chicago community and beyond.,1
EIN-73-1557583,monitor,"to provide a safe place for youth, free from social or peer pressure, support and assistance for academic skills and social skills, and the opportunity to establish a strong foundation on which to build a life.",0
EIN-26-0001796,monitor,support services to children,0
EIN-91-1762639,monitor,"to provide horses as therapy for children and adults to help facilitate growth, learning and healing. horses for healing is dedicated to enhancing the physical and spiritual well-being of special needs individuals and their loved ones through involvement with horses.",0
EIN-26-1707467,monitor,orgination mission or most significant activities are to educate the sikh youth and the community on sikh faith by having weekly classes and prayers,1
EIN-43-1608002,monitor,"Operates and contributes to self improvement programs to promote evangelism, relief and community development in Liberia. This includes support for medical, educational and church planting and supporting activities",1
EIN-82-3116427,monitor,"To promote and spread the religious teachings and philosophies of the holy Rabbi Jacob Joseph Twersky from Square Ukraine and to provide financial assistance to Kollel Square Bnei Brak a not for profit organization in Bnei Brak, Israel",1
EIN-82-1741628,monitor,"The goal of this program is to reduce violence in the Nashville area. Our mission is to educate, inform, empower and help heal our community.",0
EIN-74-2758469,monitor,"RMI provides international pastoral care ministry and support with conferences, seminars, retreats, meetings and individual counseling.",1
EIN-85-3225961,monitor,"A community development financial institution or community development finance institution - abbreviated in both cases to CDFI - is a financial institution that provides credit and financial services to underserved markets and populations, primarily in the St. Louis City and county.",0
EIN-26-4467072,monitor,"religious counsellng.. to engage individuals into personal worship of the living god, in a practical and perptual way by teaching total dependence on jesus christ in all areas of family, church, and work ministries",1
EIN-83-2645310,monitor,"raise funds in the local community to support issues of hunger, environmental and education.",0
EIN-74-2800949,monitor,to serve the sick and lonely and provide for the spiritual and corporal welfare of the poor and needy of the community.,1
EIN-76-0378472,monitor,1.promote research in biosciences;2.encourage advancement of biological and medical knowledge;3.improve the qualification and occupation opportunities of its members;4.facilitate professional contact among its members;5.establish spirit of fratenity and international cooperation.,0
EIN-45-0455343,monitor,"The NDSU Research and Technology Park operates to enhance the investments in North Dakota State University by the citizens of North Dakota. Through partnerships with international, national and regional centers of excellence, high technology-based businesses, and the research community at NDSU, the Research and Technology Park will achieve successful technology based development and broaden the economic base of North Dakota.Scientific and technological advancement will be promoted through the development of facilities and research centers conducive to cutting edge research. The park will establish an innovation accelerator unit, which offers space, facilities and services to technology-based entrepreneurs and businesses.",0
EIN-93-0495655,monitor,"oregon research institute is an independent behavioral sciences research center dedicated to understanding human behavior and improving the quality of human life through the prevention and treatment of health, educational, and social problems.",0
EIN-83-0718160,monitor,"the beautywell project is an organization that was founded to address the issue of skin-lightening practices and chemical exposures in the immigrant and communities of color. the organization's mission is to develop healthy individuals, families and community through education, research, empowerment, policy and systems changes. we have been conducting community forums to educate the somali/african groups, hmong and latino and other communities of color about the skin-lightening practices, chemical exposures, the health and psychological impacts. we have conducted several focus group sessions and key informant interviews in the somali, hmong, latino and south sudanese communities to learn their attitude towards skin-lightening practices, how the cultures influence the practice and the unjust racial associate with skin color. we have trained four health care systems including more than 100 clinics in the minneapolis-st. paul metro area and greater mn. more than 3,000 health care provider",0
EIN-59-2710251,monitor,its mission is to study and teach spiritual principles and to provide a community garden as both a teaching vehicle and to provide homegrown organic food for the neighborhood. the organization provides classes on the nature of spiritual principles which are taught by the directors and members who have engaged in long-term studies and training in spiritual studies. in addition the organization hosts events for the local community that educate and teach abouth the benefits of growing organic food.,1
EIN-22-3235650,monitor,Provide research and analysis on public policy affecting the State of New Hampshire and its citizens.,0
EIN-23-7160084,monitor,provide religious services and other religious activities to further the preservation of the moroccan jewish religious traditions.,1
EIN-46-5590557,monitor,"downline little rock exists to provide religious, charitable and educational purposes through three main venues: downline institute, downline emerging leaders, and downline global.",1
EIN-46-4039538,monitor,"we engage, empower and support pastoral visionaries in their spiritual formation as they launch and build healthy churches that are relevant, missional and life changing.",1
EIN-47-1163974,monitor,"the goal of friends of 400 is to address the physical, spiritual, emotional and relational poverty experienced by the children living in the public housing neighborhoods of inner-city huntsville. we strive to assist these families with opportunities to reach their full potential. our volunteers/donors work with the entire family to make sure the children have the stability to focus on school, extra-curricular activities and reaching their potential.",0
